BuildingType,Neighborhood,CouncilDistrictCode,Latitude,Longitude,YearBuilt,NumberofFloors,PropertyGFABuilding(s),Total Consumption (kbtu),Total EUI (kbtu/sf),Energy Use,Landmark,Wind Speed (kts),Daytime Temperature (C),Nighttime Temperature (C),Climate Type,Earthquake Risk,Flood Risk,Water Bodies,Commercial,Industrial,Public Utilities,Energy Efficiency Class
Multifamily MR (5-9),DOWNTOWN,7.0,47.61513,-122.34223,1925,7,37300,1880305.9297528,50.41034664216622,Electricity,Coastal,5.0,12.0,11.0,3,Fair,Flood,0.0,168.0,17.0,67.0,1
Multifamily MR (5-9),DOWNTOWN,7.0,47.6165,-122.34512,1998,6,254309,6930854.5010228,27.25367368446575,Electricity,Coastal,5.0,12.0,11.0,3,Fair,Flood,0.0,168.0,17.0,67.0,3
Multifamily MR (5-9),DOWNTOWN,7.0,47.61706,-122.34624,2000,6,119764,3192123.2974904,26.65344592273471,Electricity,Coastal,5.0,12.0,11.0,3,Fair,Flood,0.0,168.0,17.0,67.0,0
Multifamily LR (1-4),DOWNTOWN,7.0,47.61724,-122.34594,1925,3,40636,1815092.578804,44.66710746146274,Natural Gas,Coastal,5.0,12.0,11.0,3,Fair,Flood,0.0,168.0,17.0,67.0,1
Multifamily LR (1-4),DOWNTOWN,7.0,47.61768,-122.34695,1923,3,22400,716075.4483176,31.96765394275,Electricity,Coastal,5.0,12.0,11.0,3,Fair,Flood,0.0,168.0,17.0,67.0,1
Multifamily HR (10+),DOWNTOWN,7.0,47.61768,-122.34716,1979,13,70200,3504126.1132528,49.91632639961254,Electricity,Coastal,5.0,12.0,11.0,3,Fair,Flood,0.0,168.0,17.0,67.0,1
Multifamily MR (5-9),DOWNTOWN,7.0,47.61809,-122.34697,1929,6,21840,1016835.8355576,46.55841737901099,Electricity,Terrain,5.0,12.0,11.0,3,Fair,No Flood,0.0,168.0,17.0,67.0,1
Multifamily LR (1-4),DOWNTOWN,7.0,47.61789,-122.34658,1925,3,27993,1599986.5709572,57.15666670086093,Natural Gas,Coastal,5.0,12.0,11.0,3,Fair,Flood,0.0,168.0,17.0,67.0,1
Multifamily HR (10+),DOWNTOWN,7.0,47.61779,-122.34524,1949,18,326619,18921798.4125146,57.9323260818097,Natural Gas,Coastal,5.0,12.0,11.0,3,Fair,Flood,0.0,168.0,17.0,67.0,3
Multifamily MR (5-9),DOWNTOWN,7.0,47.61361,-122.34461,2002,8,34080,1496592.2481486,43.91409178839789,Electricity,Coastal,5.0,12.0,11.0,3,Fair,Flood,0.0,168.0,17.0,67.0,1
Multifamily MR (5-9),DOWNTOWN,7.0,47.61468,-122.34794,1994,8,224732,7458147.9475984,33.18685344142534,Electricity,Coastal,5.0,12.0,11.0,3,Fair,Flood,0.0,168.0,17.0,67.0,3
Multifamily MR (5-9),DOWNTOWN,7.0,47.61263,-122.34779,1914,6,62607,1731948.4818944,27.663815258587697,Electricity,Coastal,5.0,12.0,11.0,3,Fair,Flood,0.0,168.0,17.0,67.0,1
Multifamily LR (1-4),EAST,3.0,47.62059,-122.3244,1989,4,31702,950916.0939376,29.995460662973947,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),EAST,3.0,47.62589,-122.324,1930,3,29765,1612821.6931965998,54.18517363334789,Natural Gas,Coastal,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),EAST,3.0,47.62102,-122.31472,1928,4,27182,1468707.9850526,54.03237381548819,Natural Gas,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),NORTHWEST,5.0,47.70275,-122.36297,1999,4,91435,3607394.582147,39.45310419584404,Electricity,Coastal,2.0,12.0,10.0,0,Lower,Drainage Flood,20.0,302.0,105.0,178.0,0
Multifamily LR (1-4),MAGNOLIA / QUEEN ANNE,7.0,47.65052,-122.38821,1969,4,22374,499476.1116912,22.32395243100027,Electricity,Green,3.0,12.0,10.0,0,Moderate,No Flood,0.0,234.0,40.0,141.0,1
Multifamily LR (1-4),MAGNOLIA / QUEEN ANNE,7.0,47.63805,-122.35534,1910,4,61802,3944402.8370866,63.82322314951943,Electricity,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily LR (1-4),NORTH,5.0,47.71825,-122.31303,2002,4,42561,1508402.0249704,35.44094417354855,Electricity,Terrain,5.0,13.0,11.0,3,Lower,No Flood,20.0,471.0,81.0,352.0,1
Multifamily MR (5-9),SOUTHWEST,1.0,47.54548,-122.38676,1968,8,51490,1670317.1462611998,32.439641605383564,Electricity,Coastal,6.0,12.0,11.0,2,Low,Flood,3.0,199.0,143.0,362.0,1
Multifamily LR (1-4),LAKE UNION,4.0,47.6483,-122.33681,1987,4,45348,1404816.2302776,30.978570836147128,Electricity,Coastal,3.0,14.0,11.0,1,Fair,No Flood,20.0,273.0,58.0,47.0,1
Multifamily LR (1-4),NORTHWEST,5.0,47.72614,-122.35519,1966,4,31317,843570.1192016,26.9364919756554,Electricity,Coastal,2.0,12.0,10.0,0,Lower,Drainage Flood,20.0,302.0,105.0,178.0,1
Multifamily MR (5-9),NORTHWEST,5.0,47.7256,-122.34832,1969,5,91091,2557202.2249872,28.07305030120649,Electricity,Coastal,2.0,12.0,10.0,0,Lower,Drainage Flood,20.0,302.0,105.0,178.0,0
Multifamily LR (1-4),NORTHWEST,5.0,47.7265,-122.35426,1964,4,26744,651592.7963608,24.36407404878852,Electricity,Coastal,2.0,12.0,10.0,0,Lower,Drainage Flood,20.0,302.0,105.0,178.0,1
Multifamily LR (1-4),NORTHWEST,5.0,47.72304,-122.35007,1987,4,30060,814962.7240272,27.111201730778443,Electricity,Coastal,2.0,12.0,10.0,0,Lower,Drainage Flood,20.0,302.0,105.0,178.0,1
Multifamily MR (5-9),NORTHEAST,4.0,47.66582,-122.29703,2002,5,119996,4307176.6595342,35.89433530729524,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,0
Multifamily LR (1-4),NORTHEAST,4.0,47.66508,-122.30253,1997,4,23794,542117.6452664,22.783796136269647,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily LR (1-4),DELRIDGE NEIGHBORHOODS,1.0,47.52517,-122.36488,1988,4,48996,1556728.1864512,31.77255666689525,Electricity,Green,5.0,13.0,10.0,2,Moderate,Drainage Flood,3.0,27.0,222.0,437.0,1
Multifamily LR (1-4),MAGNOLIA / QUEEN ANNE,7.0,47.6603,-122.39867,2007,4,37090,937157.4746342,25.267119833761125,Electricity,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily LR (1-4),DELRIDGE NEIGHBORHOODS,1.0,47.52616,-122.36418,1998,3,23533,1355331.449462,57.592803699570815,Electricity,Green,5.0,13.0,10.0,2,Moderate,Drainage Flood,3.0,27.0,222.0,437.0,1
Multifamily MR (5-9),EAST,3.0,47.61212,-122.3281,2001,6,50098,2005048.3948374,40.022523750197614,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),SOUTHWEST,1.0,47.58424,-122.39979,1958,3,32612,823690.98224,25.25729738255857,Electricity,Coastal,6.0,12.0,11.0,2,Low,Flood,3.0,199.0,143.0,362.0,1
Multifamily LR (1-4),SOUTHEAST,2.0,47.58817,-122.30291,1971,4,58485,2532102.5113776,43.29490487095153,Electricity,Terrain,1.0,14.0,11.0,1,Low,No Flood,0.0,473.0,1043.0,1321.0,1
Multifamily LR (1-4),NORTHEAST,4.0,47.66377,-122.30488,1999,3,91617,2672733.9274216,29.172903799748955,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,0
Multifamily LR (1-4),NORTHEAST,4.0,47.66232,-122.30394,1988,4,52654,1410279.0689792,26.783892372454133,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily LR (1-4),NORTHEAST,4.0,47.66156,-122.30314,1960,4,21528,641892.077792,29.81661453883315,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily LR (1-4),NORTHEAST,4.0,47.66523,-122.29966,1980,2,273154,6526034.7725812,23.89141207004547,Mixed,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,3
Multifamily LR (1-4),DOWNTOWN,7.0,47.61553,-122.33769,1907,3,39201,2259037.0752326,57.62702673994541,Electricity,Terrain,5.0,12.0,11.0,3,Fair,No Flood,0.0,168.0,17.0,67.0,1
Multifamily LR (1-4),DOWNTOWN,7.0,47.61586,-122.33845,1909,3,23568,979302.0291126,41.55219064462831,Electricity,Coastal,5.0,12.0,11.0,3,Fair,Flood,0.0,168.0,17.0,67.0,1
Multifamily LR (1-4),DOWNTOWN,7.0,47.61369,-122.34022,1917,3,21130,1300156.642442,61.53131294093705,Natural Gas,Coastal,5.0,12.0,11.0,3,Fair,Flood,0.0,168.0,17.0,67.0,1
Multifamily MR (5-9),DOWNTOWN,7.0,47.61374,-122.33983,1914,6,36880,2711826.3520196,73.5310832977115,Electricity,Coastal,5.0,12.0,11.0,3,Fair,Flood,0.0,168.0,17.0,67.0,1
Multifamily HR (10+),DOWNTOWN,3.0,47.61397,-122.33351,2008,27,340214,15173085.904601,44.598652332358455,Electricity,Terrain,5.0,12.0,11.0,2,Fair,No Flood,4.0,168.0,17.0,67.0,3
Multifamily HR (10+),DOWNTOWN,3.0,47.61297,-122.33263,1970,23,140241,7950442.1565278,56.69128255308933,Electricity,Terrain,5.0,12.0,11.0,2,Fair,No Flood,4.0,168.0,17.0,67.0,0
Multifamily LR (1-4),BALLARD,6.0,47.66798,-122.40068,1968,3,60858,2119845.1001914,34.83264484852279,Electricity,Coastal,3.0,13.0,10.0,0,Moderate,Flood,256.0,92.0,76.0,20.0,1
Multifamily LR (1-4),SOUTHWEST,1.0,47.58163,-122.37355,1990,3,28033,741411.9833344,26.447828749488103,Mixed,Coastal,6.0,12.0,11.0,2,Low,Flood,3.0,199.0,143.0,362.0,1
Multifamily LR (1-4),CENTRAL,3.0,47.5997,-122.30015,1986,3,39816,1360472.038044,34.16897825105485,Electricity,Terrain,4.0,12.5,11.0,1,Fair,No Flood,4.0,192.0,46.0,149.0,1
Multifamily MR (5-9),DOWNTOWN,2.0,47.59886,-122.32544,1915,6,75187,7094533.4304802,94.35851185018952,Natural Gas,Terrain,5.0,12.0,11.0,2,High,No Flood,0.0,168.0,17.0,67.0,0
Multifamily MR (5-9),SOUTHEAST,2.0,47.57298,-122.29456,2010,6,63924,1830026.7009936,28.62816314676178,Electricity,Terrain,1.0,14.0,11.0,1,Low,No Flood,0.0,473.0,1043.0,1321.0,1
Multifamily LR (1-4),LAKE UNION,4.0,47.654,-122.35481,1969,3,28296,763569.047248,26.98505256036189,Electricity,Coastal,3.0,14.0,11.0,1,Fair,No Flood,20.0,273.0,58.0,47.0,1
Multifamily LR (1-4),NORTH,5.0,47.69799,-122.3282,1982,4,41664,989736.0289208,23.75518502594086,Electricity,Terrain,5.0,13.0,11.0,3,Lower,No Flood,20.0,471.0,81.0,352.0,1
Multifamily MR (5-9),DOWNTOWN,3.0,47.61562,-122.3339,2012,7,67403,4720803.7222768,70.03848081356617,Natural Gas,Terrain,5.0,12.0,11.0,2,Fair,No Flood,4.0,168.0,17.0,67.0,1
Multifamily HR (10+),DOWNTOWN,3.0,47.61589,-122.33342,2008,37,371539,12790864.65883,34.42670798712921,Electricity,Terrain,5.0,12.0,11.0,2,Fair,No Flood,4.0,168.0,17.0,67.0,2
Multifamily MR (5-9),DOWNTOWN,3.0,47.61631,-122.33518,1929,5,30180,1745092.3015186,57.82280654468522,Mixed,Terrain,5.0,12.0,11.0,2,Fair,No Flood,4.0,168.0,17.0,67.0,1
Multifamily LR (1-4),LAKE UNION,4.0,47.65434,-122.35044,1990,4,25490,675798.5288712,26.512300073409182,Electricity,Coastal,3.0,14.0,11.0,1,Fair,No Flood,20.0,273.0,58.0,47.0,1
Multifamily MR (5-9),SOUTHEAST,2.0,47.53691,-122.27984,2010,7,297636,7520534.1056216,25.26755535493556,Electricity,Coastal,1.0,14.0,11.0,1,Low,No Flood,0.0,473.0,1043.0,1321.0,3
Multifamily LR (1-4),NORTHEAST,4.0,47.66415,-122.28447,1966,3,25137,745457.3996352,29.6557822984127,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily LR (1-4),SOUTHWEST,1.0,47.56937,-122.37183,1992,4,31236,921510.2576288,29.50154493625304,Electricity,Terrain,3.7,12.7,10.0,2,Low,No Flood,3.0,199.0,143.0,362.0,1
Multifamily MR (5-9),EAST,3.0,47.61565,-122.3135,2005,7,140759,4304618.4473144,30.58147931794344,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,0
Multifamily LR (1-4),DELRIDGE NEIGHBORHOODS,1.0,47.5536,-122.36338,1999,3,27119,400622.9573976,14.772777661329696,Electricity,Green,5.0,13.0,10.0,2,Moderate,Drainage Flood,3.0,27.0,222.0,437.0,1
Multifamily LR (1-4),SOUTHEAST,2.0,47.54557,-122.27438,1961,3,43752,1498070.0602056,34.240036117334064,Electricity,Coastal,1.0,14.0,11.0,1,Low,No Flood,0.0,473.0,1043.0,1321.0,1
Multifamily LR (1-4),SOUTHEAST,2.0,47.5459,-122.27507,1968,3,52588,1463876.989232,27.83671159260668,Electricity,Coastal,1.0,14.0,11.0,1,Low,No Flood,0.0,473.0,1043.0,1321.0,1
Multifamily LR (1-4),SOUTHEAST,2.0,47.54163,-122.27358,1968,4,160561,6060722.4306364,37.74716419701173,Natural Gas,Coastal,1.0,14.0,11.0,1,Low,No Flood,0.0,473.0,1043.0,1321.0,0
Multifamily LR (1-4),SOUTHEAST,2.0,47.53928,-122.27045,1969,4,34678,1073040.0539432,30.942962510617683,Electricity,Coastal,1.0,14.0,11.0,1,Low,No Flood,0.0,473.0,1043.0,1321.0,1
Multifamily MR (5-9),EAST,3.0,47.62413,-122.32063,2007,6,145812,2500190.487012,17.146671652621183,Natural Gas,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,0
Multifamily MR (5-9),EAST,3.0,47.61927,-122.31786,1985,5,22874,600847.4264856,26.26770247816735,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,1
Multifamily LR (1-4),NORTH,5.0,47.72098,-122.31228,1965,3,21469,558854.1998144,26.03075130720574,Electricity,Terrain,5.0,13.0,11.0,3,Lower,No Flood,20.0,471.0,81.0,352.0,1
Multifamily LR (1-4),NORTH,5.0,47.72142,-122.31203,1984,4,50252,1586529.8311856,31.571476382742976,Electricity,Terrain,5.0,13.0,11.0,3,Lower,No Flood,20.0,471.0,81.0,352.0,1
Multifamily LR (1-4),NORTHWEST,5.0,47.70847,-122.35593,1978,3,20480,616021.2201808,30.079161141640625,Electricity,Terrain,2.0,12.0,10.0,0,Lower,No Flood,20.0,302.0,105.0,178.0,1
Multifamily LR (1-4),NORTHWEST,5.0,47.7064,-122.35574,1988,3,43130,1133649.925184,26.28448702026432,Electricity,Terrain,2.0,12.0,10.0,0,Lower,No Flood,20.0,302.0,105.0,178.0,1
Multifamily MR (5-9),NORTHEAST,4.0,47.66085,-122.31244,1928,8,93502,2949086.298094,31.540355266133343,Mixed,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,0
Multifamily LR (1-4),NORTHEAST,4.0,47.66112,-122.31285,1909,4,20260,514390.5826248,25.3894660723001,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily LR (1-4),NORTHEAST,4.0,47.65998,-122.31579,1956,4,23742,632051.4614176,26.621660408457583,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily LR (1-4),NORTHEAST,4.0,47.65909,-122.31691,1964,4,16758,725155.1571152,43.27217789206349,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily LR (1-4),NORTHEAST,4.0,47.65915,-122.31579,1981,3,21176,552463.2585976,26.089122525387232,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily MR (5-9),NORTHEAST,4.0,47.65893,-122.31634,1962,5,31075,667892.596784,21.492923468511663,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily LR (1-4),NORTHEAST,4.0,47.65847,-122.3147,1925,3,28700,847371.244944,29.52513048585366,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily LR (1-4),NORTHEAST,4.0,47.65848,-122.31397,1924,3,22542,570580.7333466001,25.31189483393665,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily LR (1-4),NORTHEAST,4.0,47.65874,-122.31395,1923,4,24680,832176.8306868,33.71867223204214,Mixed,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily MR (5-9),NORTHEAST,4.0,47.65964,-122.31394,1928,8,63837,2486415.0273668,38.94943414268841,Mixed,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily LR (1-4),NORTHEAST,4.0,47.65853,-122.3128,1916,3,22320,1807170.9673442,80.96644118925627,Natural Gas,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily LR (1-4),NORTHEAST,4.0,47.65755,-122.31406,1964,4,26639,685731.2730688,25.741629680873903,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily LR (1-4),NORTHEAST,4.0,47.65766,-122.31471,1963,4,27671,803221.5447816,29.027557543334176,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily LR (1-4),NORTHEAST,4.0,47.6573,-122.31474,1963,4,25568,724261.176016,28.3268607640801,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily LR (1-4),NORTHEAST,4.0,47.65698,-122.31491,1927,3,25904,1013516.1790936,39.12585620342804,Mixed,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily LR (1-4),NORTHEAST,4.0,47.65807,-122.31713,1941,3,24548,627267.6388944,25.552698341795665,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily MR (5-9),NORTHEAST,4.0,47.65769,-122.31702,1970,9,53480,1875862.3781576,35.07596069853403,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily MR (5-9),NORTHEAST,4.0,47.65972,-122.31807,2008,6,104050,3502045.5147654,33.65733315488131,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,0
Multifamily MR (5-9),NORTHEAST,4.0,47.66085,-122.31846,2004,7,114503,3159643.1216,27.59441343545584,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,0
Multifamily MR (5-9),NORTHEAST,4.0,47.65732,-122.31827,1998,6,26120,3151073.5978628,120.63834601312404,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily MR (5-9),NORTHEAST,4.0,47.65715,-122.31858,1999,6,47791,1104783.207248,23.116971966437195,Electricity,Terrain,3.7,12.3,10.7,1,Fair,No Flood,20.0,315.0,46.0,796.0,1
Multifamily LR (1-4),NORTH,5.0,47.70801,-122.3175,1969,4,29683,929706.3015772,31.32117042001145,Electricity,Terrain,5.0,13.0,11.0,3,Lower,No Flood,20.0,471.0,81.0,352.0,1
Multifamily MR (5-9),SOUTHWEST,1.0,47.55694,-122.38652,2003,8,40791,1656062.8944512,40.59873242752568,Mixed,Coastal,6.0,12.0,11.0,2,Low,Flood,3.0,199.0,143.0,362.0,1
Multifamily MR (5-9),NORTHWEST,6.0,47.69455,-122.35573,1971,5,56319,2975607.9469908,52.83488604184733,Electricity,Terrain,2.0,12.0,10.0,0,Fair,No Flood,256.0,302.0,105.0,178.0,1
Multifamily LR (1-4),BALLARD,6.0,47.66965,-122.39489,1975,4,30948,649156.5272584,20.975718213080004,Electricity,Coastal,3.0,13.0,10.0,0,Moderate,Flood,256.0,92.0,76.0,20.0,1
Multifamily LR (1-4),BALLARD,6.0,47.66927,-122.39485,1988,4,30786,975930.5040072,31.70046462701228,Electricity,Coastal,3.0,13.0,10.0,0,Moderate,Flood,256.0,92.0,76.0,20.0,1
Multifamily LR (1-4),SOUTHWEST,1.0,47.57602,-122.38712,1984,4,41443,1547535.8769808,37.341309195299566,Electricity,Coastal,6.0,12.0,11.0,2,Low,Flood,3.0,199.0,143.0,362.0,1
Multifamily LR (1-4),NORTH,5.0,47.72971,-122.31089,1975,3,130680,3364521.7518304,25.746263788111417,Electricity,Terrain,5.0,13.0,11.0,3,Lower,No Flood,20.0,471.0,81.0,352.0,0
Multifamily HR (10+),EAST,3.0,47.60817,-122.32654,1982,15,84240,3006908.8393008,35.69454937441596,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,0
Multifamily MR (5-9),EAST,3.0,47.61255,-122.3239,1989,5,96578,2811099.6814432,29.10703971342542,Electricity,Terrain,3.0,13.0,11.0,1,Fair,No Flood,4.0,126.0,29.0,130.0,0
Multifamily MR (5-9),MAGNOLIA / QUEEN ANNE,7.0,47.62479,-122.36444,2002,5,21536,682713.6409527999,31.70104202046805,Mixed,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily LR (1-4),SOUTHWEST,1.0,47.54192,-122.38682,1985,4,39581,822094.0999712,20.769917383876106,Electricity,Coastal,6.0,12.0,11.0,2,Low,Flood,3.0,199.0,143.0,362.0,1
Multifamily LR (1-4),MAGNOLIA / QUEEN ANNE,7.0,47.63785,-122.37352,1989,4,23177,483241.1419584,20.85002985539112,Electricity,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily MR (5-9),MAGNOLIA / QUEEN ANNE,7.0,47.63282,-122.34305,1991,5,54360,1524428.8540656,28.0432092359382,Electricity,Green,3.0,12.0,10.0,0,Moderate,No Flood,0.0,234.0,40.0,141.0,1
Multifamily LR (1-4),SOUTHWEST,1.0,47.58143,-122.3751,1990,3,70207,4073263.7377488,58.01791470578148,Natural Gas,Coastal,6.0,12.0,11.0,2,Low,Flood,3.0,199.0,143.0,362.0,1
Multifamily LR (1-4),SOUTHWEST,1.0,47.56874,-122.37178,1992,4,81732,2386226.6336944,29.19574504104145,Electricity,Terrain,3.7,12.7,10.0,2,Low,No Flood,3.0,199.0,143.0,362.0,0
Multifamily LR (1-4),MAGNOLIA / QUEEN ANNE,7.0,47.65346,-122.36987,1984,4,26568,551255.3604712,20.748846750647395,Electricity,Coastal,3.0,12.0,10.0,0,Moderate,Flood,0.0,234.0,40.0,141.0,1
Multifamily MR (5-9),BALLARD,6.0,47.66772,-122.38276,2007,6,182494,5054663.2739054,27.69769567166811,Mixed,Coastal,3.0,13.0,10.0,0,Moderate,Flood,256.0,92.0,76.0,20.0,3
Multifamily MR (5-9),BALLARD,6.0,47.6679,-122.38309,2007,6,113462,3128517.933943,27.573266238414625,Electricity,Coastal,3.0,13.0,10.0,0,Moderate,Flood,256.0,92.0,76.0,20.0,0
Multifamily MR (5-9),DOWNTOWN,3.0,47.60639,-122.3303,1907,5,41452,1702778.976207,41.07833099022966,Natural Gas,Terrain,5.0,12.0,11.0,2,Fair,No Flood,4.0,168.0,17.0,67.0,1
Multifamily LR (1-4),DOWNTOWN,3.0,47.60511,-122.33241,1916,3,45320,3072101.9337408,67.7868917418535,Mixed,Terrain,5.0,12.0,11.0,2,Fair,No Flood,4.0,168.0,17.0,67.0,1
Multifamily LR (1-4),NORTHWEST,6.0,47.69088,-122.36127,2003,4,35584,1268045.1016808,35.63526027655126,Electricity,Terrain,2.0,12.0,10.0,0,Fair,No Flood,256.0,302.0,105.0,178.0,1
Multifamily MR (5-9),SOUTHWEST,1.0,47.56146,-122.38578,1979,9,64602,3482082.2911822,53.90053390269961,Electricity,Coastal,6.0,12.0,11.0,2,Low,Flood,3.0,199.0,143.0,362.0,1
Multifamily MR (5-9),SOUTHWEST,1.0,47.56141,-122.37967,2010,7,166230,5150318.8737012,30.98308893521747,Mixed,Coastal,6.0,12.0,11.0,2,Low,Flood,3.0,199.0,143.0,362.0,0
Multifamily LR (1-4),SOUTHWEST,1.0,47.56245,-122.37699,1960,2,23983,578061.1127042,24.102952620781387,Electricity,Green,3.7,12.7,10.0,2,Low,No Flood,3.0,199.0,143.0,362.0,1
Multifamily LR (1-4),SOUTHWEST,1.0,47.56245,-122.37658,1963,4,25891,620337.5793048,23.95958361225136,Electricity,Green,3.7,12.7,10.0,2,Low,No Flood,3.0,199.0,143.0,362.0,1
Multifamily MR (5-9),SOUTHWEST,1.0,47.56162,-122.37655,2003,7,85990,3626105.2502698,42.16891790056751,Electricity,Green,3.7,12.7,10.0,2,Low,No Flood,3.0,199.0,143.0,362.0,0
Multifamily LR (1-4),CENTRAL,3.0,47.62117,-122.30226,1920,3,25475,1186155.2339318,46.56154009545829,Natural Gas,Terrain,4.0,12.5,11.0,1,Fair,No Flood,4.0,192.0,46.0,149.0,1
Multifamily LR (1-4),CENTRAL,3.0,47.61971,-122.30287,1968,3,40779,1047964.2253248,25.698624912940485,Electricity,Terrain,4.0,12.5,11.0,1,Fair,No Flood,4.0,192.0,46.0,149.0,1
Multifamily LR (1-4),MAGNOLIA / QUEEN ANNE,7.0,47.64425,-122.36125,1965,3,38328,1192318.2878544,31.108283444333125,Electricity,Green,3.0,12.0,10.0,0,Moderate,No Flood,0.0,234.0,40.0,141.0,1
Multifamily MR (5-9),NORTH,5.0,47.72235,-122.29584,2008,6,159277,5635056.0490232,35.37896902266617,Electricity,Terrain,5.0,13.0,11.0,3,Lower,No Flood,20.0,471.0,81.0,352.0,0
Multifamily MR (5-9),NORTH,5.0,47.72082,-122.29195,1971,7,86283,3833272.0406102,44.42673574875931,Electricity,Terrain,5.0,13.0,11.0,3,Lower,No Flood,20.0,471.0,81.0,352.0,0
Multifamily MR (5-9),NORTH,5.0,47.71951,-122.29477,2001,6,46489,2262376.1300392,48.6647622026544,Electricity,Terrain,5.0,13.0,11.0,3,Lower,No Flood,20.0,471.0,81.0,352.0,1
Multifamily LR (1-4),NORTHWEST,5.0,47.73279,-122.34851,1978,4,73234,1836663.6954568,25.07938519617664,Electricity,Terrain,2.0,12.0,10.0,0,Lower,No Flood,20.0,302.0,105.0,178.0,0
Multifamily MR (5-9),DOWNTOWN,7.0,47.61543,-122.35074,1988,5,132358,2253891.9599558,17.02875504280663,Electricity,Coastal,5.0,12.0,11.0,3,Fair,Flood,0.0,168.0,17.0,67.0,0
Multifamily LR (1-4),SOUTHWEST,1.0,47.56001,-122.38856,2007,4,22960,832837.937257,36.27342932304007,Natural Gas,Coastal,6.0,12.0,11.0,2,Low,Flood,3.0,199.0,143.0,362.0,1
